(0,79)
(1,1567)
(2,2328)
(3,3105)
(4,768)
(5,2942)
(6,924)
(7,2863)
(8,1610)
(9,879)
(10,2251)
(11,859)
(12,1521)
(13,2603)
(14,1462)
(15,1307)
(16,2968)
(17,564)
(18,947)
(19,515)
(20,186)
(21,2126)
(22,1057)
(23,2135)
(24,3387)
(25,283)
(26,466)
(27,2713)
(28,1761)
(29,2078)
(30,1892)
(31,2616)
(32,2577)
(33,3351)
(34,3149)
(35,3247)
(36,1326)
(37,2550)
(38,2653)
(39,1577)
(40,3428)
(41,1657)
(42,2537)
(43,2070)
(44,4)
(45,2316)
(46,580)
(47,2871)
(48,276)
(49,281)
(50,2626)
(51,141)
(52,1673)
(53,2085)
(54,1541)
(55,3452)
(56,625)
(57,2071)
(58,287)
(59,3075)
(60,2429)
(61,795)
(62,430)
(63,2746)
(64,2319)
(65,1349)
(66,1177)
(67,2299)
(68,2401)
(69,2540)
(70,1682)
(71,3054)
(72,314)
(73,2802)
(74,2215)
(75,3376)
(76,504)
(77,858)
(78,2266)
(79,1780)
(80,562)
(81,2788)
(82,1453)
(83,155)
(84,1207)
(85,559)
(86,981)
(87,595)
(88,2458)
(89,3524)
(90,3396)
(91,1907)
(92,2565)
(93,1163)
(94,3426)
(95,576)
(96,1702)
(97,2756)
(98,26)
(99,916)
(100,950)
(101,3176)
(102,882)
(103,1362)
(104,1082)
(105,2643)
(106,1018)
(107,565)
(108,2605)
(109,1468)
(110,1566)
(111,1931)
(112,2100)
(113,2945)
(114,2862)
(115,784)
(116,3331)
(117,2838)
(118,1452)
(119,3111)
(120,469)
(121,3308)
(122,3289)
(123,2562)
(124,2732)
(125,2473)
(126,1298)
(127,2535)
(128,1441)
(129,122)
(130,1688)
(131,1556)
(132,2322)
(133,785)
(134,588)
(135,2185)
(136,2807)
(137,2820)
(138,1240)
(139,3253)
(140,1950)
(141,2847)
(142,296)
(143,3094)
(144,2851)
(145,2888)
(146,1936)
(147,3153)
(148,2376)
(149,990)
(150,668)
(151,2495)
(152,2315)
(153,420)
(154,18)
(155,1285)
(156,111)
(157,1727)
(158,3465)
(159,1806)
(160,3350)
(161,2560)
(162,45)
(163,1184)
(164,1537)
(165,1498)
(166,182)
(167,1774)
(168,1087)
(169,750)
(170,2817)
(171,815)
(172,2690)
(173,2133)
(174,1381)
(175,1642)
(176,2674)
(177,2433)
(178,2188)
(179,69)
(180,1842)
(181,2492)
(182,637)
(183,956)
(184,2167)
(185,1466)
(186,2586)
(187,39)
(188,2180)
(189,1724)
(190,1993)
(191,2764)
(192,805)
(193,1374)
(194,538)
(195,557)
(196,508)
(197,3481)
(198,115)
(199,1161)
(200,1728)
(201,1345)
(202,1259)
(203,1292)
(204,1093)
(205,3583)
(206,3100)
(207,609)
(208,2486)
(209,3034)
(210,1833)
(211,2229)
(212,1739)
(213,1038)
(214,1414)
(215,1686)
(216,2571)
(217,195)
(218,658)
(219,2638)
(220,585)
(221,3041)
(222,594)
(223,2327)
(224,697)
(225,440)
(226,3161)
(227,1661)
(228,3305)
(229,1294)
(230,3598)
(231,949)
(232,185)
(233,219)
(234,2051)
(235,328)
(236,3401)
(237,3590)
(238,819)
(239,707)
(240,2263)
(241,2190)
(242,3254)
(243,578)
(244,2995)
(245,3540)
(246,829)
(247,2406)
(248,1375)
(249,561)
(250,1312)
(251,3069)
(252,2214)
(253,1878)
(254,2069)
(255,720)
(256,1847)
(257,1946)
(258,506)
(259,2200)
(260,2673)
(261,789)
(262,322)
(263,3329)
(264,2300)
(265,491)
(266,2804)
(267,3200)
(268,3110)
(269,3235)
(270,2969)
(271,3395)
(272,1758)
(273,2923)
(274,2080)
(275,2460)
(276,1768)
(277,2464)
(278,149)
(279,2314)
(280,3108)
(281,19)
(282,256)
(283,780)
(284,1449)
(285,1866)
(286,2781)
(287,294)
(288,1953)
(289,1413)
(290,798)
(291,3292)
(292,880)
(293,3297)
(294,995)
(295,308)
(296,3421)
(297,303)
(298,1654)
(299,2007)
(300,2280)
(301,1341)
(302,2903)
(303,3430)
(304,2917)
(305,51)
(306,1181)
(307,22)
(308,3175)
(309,3327)
(310,1979)
(311,1020)
(312,852)
(313,1041)
(314,2783)
(315,320)
(316,1127)
(317,646)
(318,1392)
(319,474)
(320,3043)
(321,1919)
(322,2227)
(323,2548)
(324,740)
(325,2037)
(326,1055)
(327,3543)
(328,2140)
(329,1816)
(330,1799)
(331,1621)
(332,1353)
(333,2272)
(334,3539)
(335,3527)
(336,598)
(337,3029)
(338,2676)
(339,2510)
(340,2303)
(341,2858)
(342,1205)
(343,1822)
(344,2332)
(345,3478)
(346,718)
(347,3169)
(348,2809)
(349,1680)
(350,1442)
(351,3495)
(352,684)
(353,1364)
(354,2991)
(355,3415)
(356,876)
(357,2383)
(358,3479)
(359,2815)
(360,3484)
(361,108)
(362,3544)
(363,867)
(364,1152)
(365,3381)
(366,3039)
(367,143)
(368,3531)
(369,3032)
(370,2207)
(371,2145)
(372,2983)
(373,1335)
(374,1183)
(375,1221)
(376,3464)
(377,2147)
(378,332)
(379,2595)
(380,1129)
(381,2270)
(382,1213)
(383,1206)
(384,2216)
(385,1322)
(386,2075)
(387,1085)
(388,778)
(389,3115)
(390,1224)
(391,1693)
(392,914)
(393,3273)
(394,304)
(395,2860)
(396,1069)
(397,2365)
(398,2692)
(399,85)
(400,1210)
(401,424)
(402,1175)
(403,2293)
(404,3068)
(405,1830)
(406,2575)
(407,305)
(408,2635)
(409,1909)
(410,1496)
(411,1024)
(412,3155)
(413,1930)
(414,892)
(415,2810)
(416,2446)
(417,2647)
(418,1182)
(419,2213)
(420,1275)
(421,2334)
(422,2317)
(423,2400)
(424,903)
(425,2470)
(426,2367)
(427,1707)
(428,1355)
(429,2866)
(430,1744)
(431,984)
(432,2374)
(433,3485)
(434,3391)
(435,1417)
(436,2728)
(437,2618)
(438,2490)
(439,1130)
(440,270)
(441,3163)
(442,169)
(443,2174)
(444,1264)
(445,2801)
(446,1700)
(447,3449)
(448,1678)
(449,2585)
(450,3313)
(451,201)
(452,2545)
(453,2494)
(454,2782)
(455,862)
(456,80)
(457,1074)
(458,855)
(459,2598)
(460,130)
(461,2981)
(462,603)
(463,150)
(464,1114)
(465,363)
(466,2678)
(467,2998)
(468,2163)
(469,3171)
(470,1502)
