0,31
1,369
2,592
3,117
4,407
5,88
6,976
7,690
8,956
9,288
10,1014
11,9
12,937
13,593
14,120
15,885
16,646
17,59
18,201
19,815
20,830
21,312
22,603
23,687
24,203
25,243
26,268
27,520
28,486
29,733
30,849
31,724
32,554
33,217
34,558
35,399
36,711
37,74
38,917
39,598
40,616
41,930
42,465
43,922
44,269
45,527
46,322
47,346
48,363
49,859
50,372
51,495
52,179
53,575
54,1009
55,44
56,797
57,38
58,588
59,964
60,102
61,532
62,296
63,162
64,199
65,195
66,628
67,772
68,585
69,986
70,364
71,661
72,717
73,194
74,648
75,568
76,708
77,789
78,492
79,823
80,894
81,836
82,983
83,813
84,600
85,663
86,941
87,537
88,209
89,483
90,703
91,298
92,877
93,23
94,560
95,218
96,512
97,691
98,426
99,383
100,2
101,960
102,306
103,750
104,978
105,287
106,140
107,853
108,65
109,639
110,567
111,5
112,943
113,888
114,400
115,441
116,882
117,989
118,950
119,1004
120,408
121,476
122,223
123,371
124,871
125,110
126,52
127,401
128,552
129,875
130,1016
131,361
132,732
133,78
134,756
135,556
136,553
137,69
138,802
139,14
140,580
141,267
142,633
143,995
144,523
145,406
146,1011
147,571
148,182
149,912
150,844
151,678
152,749
153,641
154,901
155,624
156,396
157,493
158,505
159,197
160,173
161,896
162,934
163,504
164,587
165,60
166,393
167,869
168,865
169,141
170,128
171,957
172,463
173,178
174,341
175,781
176,584
177,314
178,454
179,916
180,787
181,706
182,378
183,992
184,391
185,924
186,727
187,270
188,1000
189,249
190,184
191,962
192,915
193,890
194,773
195,357
196,591
197,41
198,211
199,316
200,73
201,70
202,644
203,499
204,353
205,135
206,675
207,953
208,589
209,681
210,647
211,214
212,467
213,980
214,459
215,156
216,87
217,728
218,803
219,886
220,837
221,643
222,345
223,291
224,762
225,557
226,202
227,829
228,384
229,846
230,632
231,868
232,807
233,842
234,977
235,494
236,253
237,701
238,902
239,398
240,686
241,613
242,262
243,726
244,757
245,820
246,334
247,919
248,1021
249,998
250,498
251,543
252,860
253,947
254,380
255,945
256,742
257,630
258,677
259,251
260,354
261,778
262,289
263,547
264,694
265,651
266,695
267,1013
268,421
269,57
270,530
271,826
272,874
273,852
274,697
275,46
276,129
277,320
278,714
279,419
280,333
281,819
282,189
283,89
284,887
285,329
286,779
287,508
288,971
289,176
290,27
291,219
292,437
293,489
294,1002
295,905
296,418
297,638
298,233
299,148
300,549
301,689
302,539
303,659
304,108
305,412
306,118
307,328
308,669
309,951
310,34
311,451
312,634
313,533
314,602
315,479
316,679
317,351
318,970
319,712
320,442
321,662
322,152
323,848
324,390
325,410
326,907
327,566
328,153
329,761
330,973
331,841
332,931
333,144
334,640
335,825
336,1010
337,783
338,966
339,511
340,671
341,382
342,188
343,652
344,107
345,435
346,466
347,307
348,76
349,180
350,645
351,185
352,462
353,927
354,811
355,164
356,740
357,682
358,928
359,608
360,439
361,21
362,477
363,851
364,653
365,177
366,246
367,625
368,891
369,300
370,754
371,151
372,347
373,48
374,449
375,299
376,507
377,113
378,861
379,782
380,170
381,878
382,447
383,403
384,832
385,301
386,94
387,125
388,954
389,47
390,165
391,847
392,237
